Region,Product,Sales,Units,Month,Year
Southeast,Headphones,8773,57,July,2022
North,Tablet,12931,42,September,2024
Northwest,Speaker,9954,49,May,2023
South,Phone,35969,70,February,2024
Southwest,Tablet,15229,48,October,2023
Southeast,Monitor,9814,38,June,2023
Southwest,Keyboard,5697,59,June,2024
West,Webcam,3585,36,March,2022
North,Monitor,13062,49,February,2023
Southeast,Monitor,11458,45,April,2024
Southeast,Headphones,9773,60,May,2023
North,Monitor,19076,73,September,2023
Northwest,Webcam,2047,20,September,2023
Central,Printer,20427,67,July,2024
Northwest,Printer,10937,36,July,2024
Central,Mouse,3295,95,October,2022
Central,Monitor,7017,28,August,2022
Northeast,Phone,35490,70,December,2024
Southwest,Monitor,16148,63,October,2022
South,Laptop,23464,29,July,2022
Northeast,Speaker,19081,94,October,2022
Central,Headphones,6843,40,June,2022
Northeast,Tablet,6351,19,June,2024
Northeast,Mouse,857,17,August,2022
South,Speaker,17187,84,September,2022
Northwest,Laptop,53332,66,January,2022
Southeast,Phone,48815,97,July,2024
Southwest,Webcam,6275,63,October,2023
North,Keyboard,6000,65,May,2024
North,Laptop,26000,32,November,2024
Southeast,Laptop,20411,25,October,2023
West,Printer,11698,37,April,2022
Southwest,Monitor,15997,62,August,2022
Southwest,Webcam,9058,99,March,2023
Southwest,Headphones,3995,25,May,2023
North,Printer,10346,33,May,2023
Northeast,Printer,24099,77,July,2022
Central,Printer,4095,13,August,2022
Northeast,Printer,19154,62,February,2023
East,Printer,8903,28,May,2023
South,Webcam,3573,33,June,2023
North,Headphones,15218,99,July,2023
Midwest,Monitor,23462,93,December,2022
Central,Webcam,7677,82,February,2023
West,Laptop,14099,17,April,2022
Southwest,Printer,5609,18,June,2022
Northwest,Speaker,12290,60,October,2023
West,Laptop,62801,78,November,2023
Central,Tablet,27100,88,May,2022
Southwest,Headphones,14005,93,March,2024
East,Printer,33566,109,February,2022
Southeast,Phone,47043,93,September,2024
Southeast,Keyboard,8698,105,July,2022
Southwest,Laptop,85203,106,January,2024
Northeast,Tablet,32711,106,October,2022
West,Monitor,18490,73,August,2023
Southeast,Tablet,19547,65,August,2022
Midwest,Monitor,25875,102,November,2024
Southwest,Phone,37880,74,April,2024
East,Laptop,75673,94,June,2024
Southwest,Mouse,2046,48,June,2024
East,Monitor,10944,43,December,2024
East,Speaker,4396,17,August,2023
North,Phone,26523,52,October,2022
South,Mouse,2582,62,July,2023
Northwest,Speaker,18569,88,September,2022
Southeast,Monitor,20790,81,June,2023
Southwest,Phone,46898,93,January,2023
North,Speaker,18924,94,June,2023
West,Phone,47299,93,March,2022
East,Keyboard,1598,13,March,2022
Central,Mouse,1847,51,August,2023
Northwest,Printer,26405,85,May,2023
West,Laptop,54946,68,July,2023
Southeast,Speaker,5008,22,January,2022
Northwest,Speaker,6892,33,June,2022
Northwest,Speaker,18082,87,October,2023
South,Webcam,8505,91,August,2022
Northwest,Keyboard,902,10,October,2024
Southeast,Keyboard,4951,58,February,2023
North,Phone,49168,98,September,2022
East,Laptop,41077,51,December,2022
Southeast,Tablet,15968,53,June,2024
Northwest,Printer,8934,29,February,2024
East,Webcam,9360,102,February,2024
South,Monitor,26393,105,January,2024
Northwest,Keyboard,2909,26,October,2022
Northeast,Mouse,2259,43,May,2022
South,Tablet,5954,18,April,2023
South,Speaker,8209,37,January,2023
Northwest,Mouse,2659,87,December,2024
West,Laptop,50414,62,June,2023
Northwest,Mouse,2626,57,May,2022
Midwest,Speaker,3614,17,December,2022
Southeast,Laptop,70861,88,May,2024
Southeast,Headphones,2256,10,May,2023
Northeast,Speaker,9132,41,March,2024
Southeast,Phone,51516,102,June,2023
Northwest,Phone,6169,11,December,2022
West,Keyboard,6530,75,February,2022
South,Speaker,6415,28,January,2022
South,Laptop,46574,58,January,2024
Northeast,Speaker,22251,109,October,2022
Southeast,Mouse,2358,75,August,2024
Midwest,Headphones,15445,98,September,2022
Northwest,Laptop,40440,50,August,2024
Northeast,Tablet,31508,105,February,2023
Central,Webcam,5868,58,January,2022
Central,Phone,23152,45,March,2024
Southeast,Laptop,46084,57,December,2022
Central,Phone,15780,31,December,2022
East,Phone,11679,22,March,2024
Southwest,Keyboard,5083,58,August,2023
South,Headphones,6799,45,March,2024
West,Printer,7481,23,July,2022
Northeast,Laptop,19821,24,January,2022
Northwest,Webcam,9864,103,August,2022
West,Mouse,3224,89,November,2023
East,Tablet,9728,31,April,2023
North,Webcam,3414,29,October,2022
Northeast,Phone,51320,101,October,2022
Midwest,Speaker,19804,96,November,2023
West,Laptop,83260,104,March,2023
Northeast,Monitor,22080,88,June,2024
East,Phone,7243,14,February,2022
South,Mouse,2461,62,December,2023
Southeast,Speaker,19151,93,July,2024
Southeast,Headphones,2654,13,September,2024
Southeast,Mouse,2689,88,December,2023
Southeast,Tablet,27638,90,August,2024
Midwest,Printer,30363,99,October,2022
South,Keyboard,5699,69,January,2023
Northwest,Printer,10747,34,July,2023
Central,Headphones,15246,96,November,2022
Midwest,Mouse,1918,59,December,2022
Southeast,Phone,39234,78,November,2023
South,Phone,22168,43,April,2024
North,Tablet,14747,48,October,2022
East,Speaker,6851,34,June,2022
Southeast,Speaker,4854,23,December,2024
Northeast,Tablet,33336,109,June,2022
East,Monitor,7995,28,February,2024
Northeast,Laptop,38751,48,September,2022
Central,Tablet,24742,81,October,2024
Northwest,Phone,29330,58,May,2023
South,Webcam,9277,97,September,2022
Northwest,Webcam,2017,18,October,2024
South,Printer,6635,21,November,2024
Northwest,Speaker,14064,69,February,2024
Southeast,Headphones,4579,29,July,2023
North,Webcam,2934,30,May,2022
Southeast,Tablet,22060,71,February,2023
West,Monitor,15400,61,April,2023
Northeast,Monitor,11499,44,December,2022
Northeast,Headphones,16174,105,June,2023
North,Headphones,8698,55,February,2024
Central,Keyboard,6450,76,April,2023
Northwest,Webcam,5524,60,February,2024
Northeast,Tablet,18245,58,July,2024
Central,Headphones,15191,99,June,2022
North,Speaker,11440,55,November,2024
Northwest,Laptop,46594,58,October,2022
West,Keyboard,4464,47,February,2022
Central,Keyboard,1185,12,June,2022
Northwest,Mouse,2005,60,September,2022
Southwest,Phone,41399,82,June,2022
North,Mouse,1274,21,June,2023
Southeast,Laptop,10557,13,April,2022
Northeast,Headphones,7982,49,October,2024
North,Printer,6682,22,September,2024
East,Headphones,11227,71,February,2023
West,Keyboard,8653,99,September,2022
Northwest,Mouse,1462,41,February,2024
West,Monitor,19866,77,March,2023
South,Speaker,6609,30,May,2022
Midwest,Monitor,17430,66,January,2024
Southeast,Webcam,9888,106,October,2023
Northeast,Phone,34649,68,October,2024
Southwest,Speaker,4051,18,December,2022
Central,Headphones,15256,98,January,2022
East,Mouse,3921,107,June,2023
Northwest,Printer,15237,50,November,2023
Southeast,Mouse,1788,28,February,2022
Southeast,Webcam,3517,31,June,2022
Midwest,Webcam,5324,55,September,2022
Midwest,Headphones,16303,106,September,2024
South,Tablet,15310,48,February,2022
West,Mouse,1442,20,December,2022
West,Phone,9571,18,November,2023
Central,Headphones,7591,50,October,2023
South,Headphones,7587,44,November,2023
Midwest,Headphones,6154,35,January,2022
East,Mouse,3137,95,September,2024
Southeast,Printer,25326,82,February,2024
West,Tablet,20465,65,January,2024
Northeast,Phone,9984,18,September,2024
Southwest,Headphones,10485,69,October,2023
East,Monitor,17499,68,March,2023
North,Tablet,5369,15,April,2023
Southeast,Tablet,19551,63,September,2023
Northwest,Keyboard,3499,35,May,2024
Southeast,Laptop,8489,10,October,2023
Northwest,Monitor,9098,33,December,2023
East,Monitor,3413,13,March,2023
North,Speaker,18021,90,March,2023
North,Phone,9717,19,October,2023
West,Monitor,10618,41,January,2022
Midwest,Speaker,8492,39,May,2024
Southeast,Headphones,5277,33,April,2022
Southwest,Speaker,22455,109,January,2022
East,Phone,17734,34,July,2024
East,Phone,21177,42,September,2023
Southeast,Speaker,16362,77,February,2022
East,Phone,50133,99,April,2022
West,Laptop,9354,11,June,2024
Northeast,Phone,34510,68,July,2022
Northwest,Printer,26930,89,August,2022
Northeast,Speaker,18815,94,August,2022
Midwest,Monitor,15689,60,July,2022
West,Webcam,1388,15,December,2022
Central,Keyboard,5169,60,February,2024
Northeast,Monitor,22337,88,November,2023
Southeast,Mouse,2049,62,November,2024
South,Printer,3995,11,December,2024
Northwest,Monitor,8419,32,December,2023
West,Speaker,7809,39,December,2022
East,Speaker,7438,35,February,2023
Southwest,Headphones,16024,105,January,2023
North,Mouse,2099,49,July,2023
North,Webcam,5800,59,October,2022
Central,Webcam,8154,82,August,2024
Northwest,Laptop,74591,92,October,2024
Southwest,Mouse,1519,18,February,2023
North,Headphones,10985,67,February,2023
Northeast,Webcam,6391,65,February,2023
Southwest,Headphones,11426,70,January,2024
East,Laptop,30870,38,November,2022
Northwest,Phone,22462,44,December,2023
East,Laptop,17763,21,June,2024
Northeast,Mouse,2917,91,May,2023
West,Phone,31923,63,January,2022
South,Phone,15557,31,December,2023
North,Laptop,80378,100,August,2022
Central,Laptop,42458,53,June,2022
Northeast,Printer,26430,85,August,2024
Northwest,Laptop,84214,105,November,2024
Central,Keyboard,3550,43,December,2024
West,Printer,25278,84,August,2022
North,Monitor,19509,78,December,2024
Northwest,Mouse,2424,51,August,2023
Central,Speaker,22154,106,May,2022
West,Speaker,8465,38,January,2022
East,Laptop,77143,96,November,2024
Southwest,Printer,19237,62,November,2022
Southeast,Webcam,7815,85,June,2023
West,Webcam,4190,36,February,2022
Southeast,Tablet,13879,44,March,2022
Central,Mouse,3551,90,March,2024
Midwest,Mouse,2543,75,June,2023
Northeast,Mouse,1234,11,October,2022
Central,Printer,7143,22,May,2022
Southwest,Webcam,6074,63,June,2022
Southwest,Phone,45047,89,May,2024
Northwest,Headphones,11802,77,March,2023
Central,Headphones,10199,62,May,2024
Southwest,Mouse,2754,85,January,2022
Southwest,Headphones,5223,34,September,2023
East,Tablet,15609,52,February,2023
South,Tablet,7220,24,December,2022
Southwest,Monitor,25076,100,November,2023
South,Speaker,18757,89,April,2023
Southwest,Headphones,7873,48,January,2023
Northeast,Laptop,45633,56,April,2024
Northeast,Webcam,7713,85,September,2022
East,Speaker,4549,18,May,2024
Central,Phone,21797,43,December,2022
Northeast,Phone,44361,88,March,2024
Northeast,Webcam,8539,90,November,2024
Southwest,Headphones,5098,33,July,2024
Central,Keyboard,1561,14,January,2023
North,Speaker,16689,83,July,2023
Central,Speaker,13576,67,September,2024
Southwest,Tablet,15311,49,February,2024
Central,Tablet,19557,64,February,2024
South,Phone,41561,83,May,2024
North,Tablet,20252,66,May,2022
Northeast,Headphones,14402,95,October,2023
East,Laptop,67244,84,January,2024
West,Laptop,79472,99,January,2024
South,Headphones,12349,78,April,2023
Midwest,Phone,39199,78,October,2023
North,Keyboard,7766,91,July,2023
Southwest,Phone,28575,57,November,2024
Southwest,Tablet,5008,16,December,2024
Southwest,Keyboard,7995,98,July,2024
Southwest,Tablet,26286,87,April,2024
North,Printer,22957,76,August,2023
Northeast,Phone,50522,100,July,2024
Southeast,Printer,5468,15,October,2023
West,Mouse,1735,43,December,2022
North,Laptop,63589,79,July,2023
South,Tablet,30015,99,May,2022
Midwest,Speaker,12755,63,February,2022
Southeast,Tablet,21166,69,January,2024
South,Laptop,29440,36,September,2022
West,Phone,42161,83,December,2023
South,Mouse,2259,52,June,2024
Southeast,Webcam,4366,42,June,2024
Southeast,Webcam,4875,53,January,2024
North,Monitor,12289,48,March,2024
North,Keyboard,5542,68,February,2023
Southwest,Monitor,21413,83,June,2024
Southwest,Monitor,21063,83,September,2022
Northeast,Monitor,13269,50,February,2024
Northeast,Speaker,4235,20,May,2024
Northeast,Mouse,2786,81,August,2024
East,Speaker,11629,54,September,2022
East,Webcam,9641,100,May,2022
Central,Monitor,20752,80,June,2024
South,Laptop,26756,33,November,2022
Northeast,Laptop,47946,59,September,2023
Midwest,Tablet,30389,98,March,2022
Southwest,Phone,6456,11,April,2022
Northeast,Headphones,9599,58,January,2024
East,Phone,54244,107,June,2022
East,Speaker,21205,106,April,2022
South,Speaker,11219,55,May,2023
Northeast,Monitor,19856,78,October,2024
Southeast,Keyboard,1666,12,September,2024
Southeast,Mouse,2279,74,April,2022
Northeast,Keyboard,2883,34,April,2024
West,Tablet,25569,85,March,2023
Northeast,Monitor,28009,109,November,2024
West,Keyboard,913,10,January,2022
Northeast,Tablet,4137,11,March,2024
Northwest,Keyboard,3315,39,July,2023
Southeast,Keyboard,5134,53,September,2024
South,Headphones,2929,16,November,2023
Northeast,Keyboard,3874,46,August,2024
Northwest,Headphones,5456,35,September,2023
South,Phone,9997,18,October,2023
Midwest,Mouse,1900,35,June,2023
Northeast,Printer,13545,45,May,2024
East,Tablet,30213,100,November,2024
Central,Headphones,7090,46,July,2022
Midwest,Tablet,30426,99,October,2024
Northeast,Speaker,16388,78,September,2024
Southwest,Headphones,3004,17,June,2024
Southeast,Keyboard,3365,36,June,2023
West,Printer,15447,49,April,2023
Southeast,Webcam,8226,81,August,2022
Central,Mouse,2836,68,January,2022
Southwest,Headphones,14026,93,January,2024
Midwest,Monitor,25068,100,November,2023
Northeast,Printer,23934,79,May,2022
Northwest,Tablet,12545,41,December,2023
East,Mouse,2450,51,November,2024
Southeast,Laptop,42268,52,January,2022
Southeast,Printer,19376,62,September,2024
Northwest,Mouse,2862,81,January,2024
South,Phone,51085,101,May,2023
North,Phone,29415,58,October,2024
North,Tablet,30281,98,October,2024
Central,Speaker,14164,67,August,2024
Northwest,Printer,31271,104,September,2023
Northeast,Headphones,14323,91,November,2023
Southeast,Mouse,2832,80,February,2024
Northwest,Headphones,7064,45,February,2023
Southwest,Speaker,15892,79,May,2024
Southeast,Webcam,2192,16,December,2023
South,Laptop,66645,83,April,2023
Southeast,Printer,12078,37,December,2023
West,Printer,28762,95,August,2023
Midwest,Monitor,16242,63,August,2022
Midwest,Webcam,6767,68,September,2024
West,Printer,28466,94,March,2024
Midwest,Phone,14514,29,July,2024
North,Phone,14039,27,August,2023
Midwest,Phone,39254,77,May,2023
North,Printer,5730,19,May,2022
Midwest,Laptop,50789,63,November,2024
Southeast,Phone,18771,37,January,2022
Southeast,Keyboard,7081,83,March,2024
Northeast,Headphones,14329,94,October,2023
Southeast,Printer,6875,22,December,2024
West,Webcam,8211,87,June,2024
Southeast,Headphones,10074,66,June,2023
Midwest,Tablet,21677,69,November,2024
South,Keyboard,5177,55,December,2023
Southeast,Speaker,9968,49,June,2023
Northwest,Laptop,48992,61,July,2023
Southwest,Headphones,16469,107,October,2022
Northeast,Monitor,12903,49,April,2022
West,Keyboard,7512,92,November,2024
Southeast,Mouse,3443,83,August,2024
Northeast,Headphones,11238,72,June,2023
Southeast,Keyboard,5832,64,November,2022
East,Phone,9223,17,March,2024
North,Laptop,26848,33,November,2024
Central,Keyboard,7647,91,July,2022
Northeast,Laptop,74513,93,October,2023
Northeast,Monitor,5519,21,January,2022
South,Printer,3531,11,November,2023
South,Keyboard,5151,61,October,2023
North,Mouse,1961,60,October,2024
West,Laptop,57621,72,May,2024
Southwest,Tablet,21173,69,February,2023
West,Laptop,88102,109,December,2024
Central,Tablet,24105,78,January,2024
West,Laptop,71521,89,October,2024
South,Tablet,29445,98,February,2024
Southeast,Printer,20663,66,June,2024
Northeast,Headphones,10886,68,April,2022
Northwest,Monitor,15822,60,May,2023
Central,Headphones,4849,28,August,2022
North,Phone,39791,79,July,2022
North,Monitor,17385,67,August,2024
South,Printer,30322,98,January,2024
Midwest,Phone,9644,19,October,2022
South,Keyboard,4151,45,February,2023
Northeast,Phone,54512,109,December,2023
East,Monitor,8074,32,December,2023
Central,Printer,12460,41,March,2022
West,Laptop,26039,32,December,2022
Northeast,Monitor,7913,29,November,2023
Southwest,Headphones,7674,46,March,2023
Northwest,Speaker,7440,35,March,2023
Midwest,Speaker,3506,15,April,2023
Midwest,Keyboard,7190,85,July,2024
West,Laptop,15190,18,August,2022
South,Keyboard,5546,67,July,2024
Central,Speaker,8034,36,October,2024
Northwest,Speaker,14433,72,February,2022
Northwest,Webcam,8350,83,September,2023
Central,Keyboard,7089,84,May,2023
Southwest,Tablet,15967,53,October,2024
Northwest,Headphones,3155,16,February,2024
Central,Laptop,54226,67,January,2023
North,Laptop,55262,68,March,2023
West,Printer,29328,96,February,2024
East,Tablet,24251,79,July,2024
Southeast,Tablet,15311,51,July,2022
Midwest,Printer,26873,87,February,2024
Southwest,Printer,31259,102,October,2023
North,Phone,32315,63,October,2022
East,Keyboard,3093,33,May,2022
Southeast,Keyboard,2582,26,March,2022
Southwest,Mouse,1641,36,June,2022
Midwest,Speaker,8656,41,February,2024
South,Headphones,15464,98,January,2024
Midwest,Speaker,13366,66,October,2023
South,Keyboard,5423,62,May,2022
Northeast,Headphones,14539,95,December,2023
Central,Tablet,4890,13,April,2022
North,Laptop,36897,46,October,2022
West,Tablet,3346,10,March,2023
Central,Mouse,1607,53,October,2022
North,Tablet,31253,104,September,2024
West,Speaker,3943,15,July,2024
Northwest,Mouse,3176,86,October,2023
South,Mouse,2445,54,June,2022
Southeast,Speaker,4276,21,July,2022
Southwest,Headphones,12927,83,January,2024
South,Mouse,1035,32,May,2024
Northwest,Speaker,15777,75,October,2022
South,Mouse,2597,85,May,2024
West,Keyboard,872,10,September,2023
East,Mouse,993,22,March,2022
Northwest,Tablet,12672,39,April,2024
Northeast,Speaker,4131,19,July,2022
Northeast,Headphones,13707,89,November,2022
Northeast,Speaker,11317,55,November,2022
East,Keyboard,8807,107,November,2024
West,Monitor,9732,38,March,2022
South,Tablet,30557,101,November,2024
Central,Headphones,4231,28,August,2024
Southeast,Headphones,3118,15,April,2022
East,Phone,26267,52,November,2024
Central,Printer,12428,40,July,2024
Central,Headphones,4792,26,February,2024
Northeast,Laptop,73801,92,May,2022
North,Speaker,20633,102,January,2023
